pop1	pop2	pop3	pop4	phase	description	usable
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	ITALY_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, ITALY_T1) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	ITALY_T0	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, ITALY_T0) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	SICILY_T3	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, SICILY_T3) [cross-layer]	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	SICILY_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, SICILY_T1) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	SICILY_T2	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, SICILY_T2) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	SICILY_T0	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, SICILY_T0) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	SARDINIA_T2	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, SARDINIA_T2) [cross-layer]	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	SARDINIA_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, SARDINIA_T1) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	SARDINIA_T0	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, SARDINIA_T0) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	GREECE_T0	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, GREECE_T0) [cross-layer]	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	GREECE_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, GREECE_T1) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	GREECE_T2	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, GREECE_T2) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	BALKANS_T4	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, BALKANS_T4) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	BALKANS_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, BALKANS_T1) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	BALKANS_T0	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, BALKANS_T0) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	BALKANS_T5	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, BALKANS_T5) [cross-layer]	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	BALKANS_T2	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, BALKANS_T2) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	MALTA_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, MALTA_T1) [cross-layer]	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	ANATOLIA_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, ANATOLIA_T1) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	ANATOLIA_T0	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, ANATOLIA_T0) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	ANATOLIA_T3	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, ANATOLIA_T3) [cross-layer]	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	ANATOLIA_T2	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, ANATOLIA_T2) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	EUROPE_NW_T5	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, EUROPE_NW_T5) [cross-layer]	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	EUROPE_NW_T3	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, EUROPE_NW_T3) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	EUROPE_NW_T4	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, EUROPE_NW_T4) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	EUROPE_NW_T2	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, EUROPE_NW_T2) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	EUROPE_NW_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, EUROPE_NW_T1) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	EUROPE_NW_T0	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, EUROPE_NW_T0) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	EUROPE_CENTRAL_T2	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, EUROPE_CENTRAL_T2) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	EUROPE_CENTRAL_T0	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, EUROPE_CENTRAL_T0) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	EUROPE_CENTRAL_T3	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, EUROPE_CENTRAL_T3) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	EUROPE_CENTRAL_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, EUROPE_CENTRAL_T1) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T0	EUROPE_CENTRAL_T4	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T0, EUROPE_CENTRAL_T4) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	LEVANT_T1	A	f4(MAGHREB_T3, Africa; IBERIA_T1, LEVANT_T1)	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	LEVANT_T3	A	f4(MAGHREB_T3, Africa; IBERIA_T1, LEVANT_T3)	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	ITALY_T3	A	f4(MAGHREB_T3, Africa; IBERIA_T1, ITALY_T3)	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	ITALY_T1	A	f4(MAGHREB_T3, Africa; IBERIA_T1, ITALY_T1)	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	SICILY_T3	A	f4(MAGHREB_T3, Africa; IBERIA_T1, SICILY_T3)	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	SICILY_T1	A	f4(MAGHREB_T3, Africa; IBERIA_T1, SICILY_T1)	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	SARDINIA_T1	A	f4(MAGHREB_T3, Africa; IBERIA_T1, SARDINIA_T1)	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	GREECE_T1	A	f4(MAGHREB_T3, Africa; IBERIA_T1, GREECE_T1)	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	BALKANS_T1	A	f4(MAGHREB_T3, Africa; IBERIA_T1, BALKANS_T1)	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	MALTA_T1	A	f4(MAGHREB_T3, Africa; IBERIA_T1, MALTA_T1)	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	ANATOLIA_T1	A	f4(MAGHREB_T3, Africa; IBERIA_T1, ANATOLIA_T1)	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	ANATOLIA_T3	A	f4(MAGHREB_T3, Africa; IBERIA_T1, ANATOLIA_T3)	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T3	A	f4(MAGHREB_T3, Africa; IBERIA_T1, EUROPE_NW_T3)	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T1	A	f4(MAGHREB_T3, Africa; IBERIA_T1, EUROPE_NW_T1)	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	EUROPE_CENTRAL_T3	A	f4(MAGHREB_T3, Africa; IBERIA_T1, EUROPE_CENTRAL_T3)	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	EUROPE_CENTRAL_T1	A	f4(MAGHREB_T3, Africa; IBERIA_T1, EUROPE_CENTRAL_T1)	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	LEVANT_T0	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, LEVANT_T0) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	LEVANT_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, LEVANT_T1) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	LEVANT_T2	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, LEVANT_T2) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	LEVANT_T3	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, LEVANT_T3) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	ITALY_T3	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, ITALY_T3) [cross-layer]	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	ITALY_T4	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, ITALY_T4) [cross-layer]	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	ITALY_T2	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, ITALY_T2) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	ITALY_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, ITALY_T1) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	ITALY_T0	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, ITALY_T0) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	SICILY_T3	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, SICILY_T3) [cross-layer]	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	SICILY_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, SICILY_T1) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	SICILY_T2	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, SICILY_T2) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	SICILY_T0	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, SICILY_T0) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	SARDINIA_T2	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, SARDINIA_T2) [cross-layer]	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	SARDINIA_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, SARDINIA_T1) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	SARDINIA_T0	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, SARDINIA_T0) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	GREECE_T0	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, GREECE_T0) [cross-layer]	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	GREECE_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, GREECE_T1) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	GREECE_T2	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, GREECE_T2) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	BALKANS_T4	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, BALKANS_T4) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	BALKANS_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, BALKANS_T1) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	BALKANS_T0	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, BALKANS_T0) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	BALKANS_T5	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, BALKANS_T5) [cross-layer]	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	BALKANS_T2	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, BALKANS_T2) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	MALTA_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, MALTA_T1) [cross-layer]	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	ANATOLIA_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, ANATOLIA_T1) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	ANATOLIA_T0	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, ANATOLIA_T0) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	ANATOLIA_T3	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, ANATOLIA_T3) [cross-layer]	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	ANATOLIA_T2	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, ANATOLIA_T2) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T5	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, EUROPE_NW_T5) [cross-layer]	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T3	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, EUROPE_NW_T3) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T4	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, EUROPE_NW_T4) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T2	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, EUROPE_NW_T2) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, EUROPE_NW_T1) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T0	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, EUROPE_NW_T0) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	EUROPE_CENTRAL_T2	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, EUROPE_CENTRAL_T2) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	EUROPE_CENTRAL_T0	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, EUROPE_CENTRAL_T0) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	EUROPE_CENTRAL_T3	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, EUROPE_CENTRAL_T3) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	EUROPE_CENTRAL_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, EUROPE_CENTRAL_T1) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T1	EUROPE_CENTRAL_T4	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T1, EUROPE_CENTRAL_T4) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	LEVANT_T2	A	f4(MAGHREB_T3, Africa; IBERIA_T2, LEVANT_T2)	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	LEVANT_T3	A	f4(MAGHREB_T3, Africa; IBERIA_T2, LEVANT_T3)	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	ITALY_T3	A	f4(MAGHREB_T3, Africa; IBERIA_T2, ITALY_T3)	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	ITALY_T2	A	f4(MAGHREB_T3, Africa; IBERIA_T2, ITALY_T2)	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	SICILY_T3	A	f4(MAGHREB_T3, Africa; IBERIA_T2, SICILY_T3)	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	SICILY_T2	A	f4(MAGHREB_T3, Africa; IBERIA_T2, SICILY_T2)	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	SARDINIA_T2	A	f4(MAGHREB_T3, Africa; IBERIA_T2, SARDINIA_T2)	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	GREECE_T2	A	f4(MAGHREB_T3, Africa; IBERIA_T2, GREECE_T2)	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	BALKANS_T2	A	f4(MAGHREB_T3, Africa; IBERIA_T2, BALKANS_T2)	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	ANATOLIA_T3	A	f4(MAGHREB_T3, Africa; IBERIA_T2, ANATOLIA_T3)	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	ANATOLIA_T2	A	f4(MAGHREB_T3, Africa; IBERIA_T2, ANATOLIA_T2)	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T3	A	f4(MAGHREB_T3, Africa; IBERIA_T2, EUROPE_NW_T3)	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T2	A	f4(MAGHREB_T3, Africa; IBERIA_T2, EUROPE_NW_T2)	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	EUROPE_CENTRAL_T2	A	f4(MAGHREB_T3, Africa; IBERIA_T2, EUROPE_CENTRAL_T2)	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	EUROPE_CENTRAL_T3	A	f4(MAGHREB_T3, Africa; IBERIA_T2, EUROPE_CENTRAL_T3)	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	LEVANT_T0	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, LEVANT_T0) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	LEVANT_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, LEVANT_T1) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	LEVANT_T2	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, LEVANT_T2) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	LEVANT_T3	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, LEVANT_T3) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	ITALY_T3	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, ITALY_T3) [cross-layer]	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	ITALY_T4	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, ITALY_T4) [cross-layer]	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	ITALY_T2	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, ITALY_T2) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	ITALY_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, ITALY_T1) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	ITALY_T0	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, ITALY_T0) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	SICILY_T3	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, SICILY_T3) [cross-layer]	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	SICILY_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, SICILY_T1) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	SICILY_T2	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, SICILY_T2) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	SICILY_T0	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, SICILY_T0) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	SARDINIA_T2	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, SARDINIA_T2) [cross-layer]	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	SARDINIA_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, SARDINIA_T1) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	SARDINIA_T0	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, SARDINIA_T0) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	GREECE_T0	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, GREECE_T0) [cross-layer]	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	GREECE_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, GREECE_T1) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	GREECE_T2	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, GREECE_T2) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	BALKANS_T4	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, BALKANS_T4) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	BALKANS_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, BALKANS_T1) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	BALKANS_T0	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, BALKANS_T0) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	BALKANS_T5	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, BALKANS_T5) [cross-layer]	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	BALKANS_T2	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, BALKANS_T2) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	MALTA_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, MALTA_T1) [cross-layer]	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	ANATOLIA_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, ANATOLIA_T1) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	ANATOLIA_T0	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, ANATOLIA_T0) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	ANATOLIA_T3	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, ANATOLIA_T3) [cross-layer]	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	ANATOLIA_T2	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, ANATOLIA_T2) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T5	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, EUROPE_NW_T5) [cross-layer]	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T3	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, EUROPE_NW_T3) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T4	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, EUROPE_NW_T4) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T2	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, EUROPE_NW_T2) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, EUROPE_NW_T1) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T0	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, EUROPE_NW_T0) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	EUROPE_CENTRAL_T2	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, EUROPE_CENTRAL_T2) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	EUROPE_CENTRAL_T0	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, EUROPE_CENTRAL_T0) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	EUROPE_CENTRAL_T3	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, EUROPE_CENTRAL_T3) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	EUROPE_CENTRAL_T1	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, EUROPE_CENTRAL_T1) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T2	EUROPE_CENTRAL_T4	A_cross	f4(MAGHREB_T3, Africa; IBERIA_T2, EUROPE_CENTRAL_T4) [cross-layer]	YES
MAGHREB_T3	AFRICA_W_T0	IBERIA_T3	LEVANT_T3	A	f4(MAGHREB_T3, Africa; IBERIA_T3, LEVANT_T3)	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T3	ITALY_T3	A	f4(MAGHREB_T3, Africa; IBERIA_T3, ITALY_T3)	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T3	SICILY_T3	A	f4(MAGHREB_T3, Africa; IBERIA_T3, SICILY_T3)	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T3	ANATOLIA_T3	A	f4(MAGHREB_T3, Africa; IBERIA_T3, ANATOLIA_T3)	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T3	A	f4(MAGHREB_T3, Africa; IBERIA_T3, EUROPE_NW_T3)	PARTIAL
MAGHREB_T3	AFRICA_W_T0	IBERIA_T3	EUROPE_CENTRAL_T3	A	f4(MAGHREB_T3, Africa; IBERIA_T3, EUROPE_CENTRAL_T3)	PARTIAL
MAGHREB_T0	AFRICA_W_T0	IBERIA_T0	LEVANT_T0	B	f4(MAGHREB_T0, Africa; IBERIA_T0, LEVANT_T0) [same-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T0	ITALY_T0	B	f4(MAGHREB_T0, Africa; IBERIA_T0, ITALY_T0) [same-layer]	YES
MAGHREB_T0	AFRICA_W_T0	IBERIA_T0	SICILY_T0	B	f4(MAGHREB_T0, Africa; IBERIA_T0, SICILY_T0) [same-layer]	YES
